vehicle_id,ev_model_name,battery_pack_id,age_months,odometer_km,fast_charging_share,avg_daily_km,avg_temperature,voltage_mean,current_mean,soh_percent,rul_months,rul_cycles,rul_cycles
EV2094,Nissan Leaf,BAT024,62,96452,52,51.9,44.2,410.48,271.27,84.84,71,633,633
EV2095,Kia EV6,BAT005,48,68161,15,47.3,39.87,380.68,212.61,74.33,40.9,632,632
EV2096,BYD Atto 3,BAT042,45,24382,36,18.1,34.31,374.85,113.99,65.31,15.2,631,631
EV2097,Nissan Leaf,BAT014,73,38027,58,17.4,41.4,365.4,219.78,81.11,60.3,630,630
EV2098,Audi e-tron,BAT049,2,2631,56,43.9,32.19,393.78,189.02,96.85,105.3,629,629
EV2099,BMW i4,BAT006,34,21490,59,21.1,35.13,387.81,225.02,72.25,35,628,628
EV2100,MG ZS EV,BAT008,88,132266,17,50.1,37.96,405.62,104.02,68.53,24.4,937,937
EV2101,Nissan Leaf,BAT050,95,133649,16,46.9,20.5,365.37,256.85,60,0,936,936
EV2102,Tata Nexon EV,BAT029,92,152507,51,55.3,41.45,377.86,152.37,60,0,935,935
EV2103,BMW i4,BAT042,81,109879,9,45.2,38.18,409.96,124.92,60,0,934,934
EV2104,BMW i4,BAT041,79,156064,11,65.8,30.74,360.24,268.26,66.53,18.7,933,933
EV2105,Audi e-tron,BAT023,45,61558,20,45.6,38.69,397.7,171.49,80.69,59.1,932,932
EV2106,BYD Atto 3,BAT012,16,9556,49,19.9,23.08,357.33,185.04,91.35,89.6,931,931
EV2107,MG ZS EV,BAT013,2,2723,7,45.4,44.07,366.22,173.42,99,111.4,930,930
EV2108,BYD Atto 3,BAT014,44,39010,22,29.6,21.45,382.12,129.59,81.96,62.7,929,929
EV2109,Kia EV6,BAT031,5,5164,25,34.4,30.66,358.51,136.88,96.41,104,928,928
EV2110,Mahindra XUV400,BAT004,69,50630,62,24.5,30.82,357.33,267.05,61.1,3.1,927,927
EV2111,Audi e-tron,BAT005,71,125520,10,58.9,31.3,373,122.76,83.22,66.3,926,926
EV2112,BYD Atto 3,BAT040,16,30496,37,63.5,31.47,380.48,172.78,89.95,85.6,925,925
EV2113,Tata Nexon EV,BAT027,14,9785,70,23.3,44.56,368.14,130.71,89.38,83.9,924,924
EV2114,Hyundai Kona EV,BAT039,23,16600,65,24.1,20.75,359.07,195.03,81.12,60.3,923,923
EV2115,BMW i4,BAT011,32,55105,47,57.4,36.43,380.07,194.29,84.96,71.3,922,922
EV2116,Kia EV6,BAT032,12,11731,14,32.6,35.2,357.94,186.24,90.06,85.9,921,921
EV2117,Mahindra XUV400,BAT011,51,39241,50,25.6,31.35,378.03,110.9,77.84,51,920,920
EV2118,Tata Nexon EV,BAT038,93,68516,22,24.6,28.2,411.05,151.09,60,0,919,919
EV2119,MG ZS EV,BAT005,83,59898,20,24.1,39.42,369.71,129.61,60,0,918,918
EV2120,BMW i4,BAT026,91,109440,44,40.1,36.44,412.55,294.79,79.78,56.5,917,917
EV2121,Kia EV6,BAT011,24,39255,53,54.5,20.19,373.66,192.32,88.66,81.9,916,916
EV2122,Tesla Model 3,BAT014,68,92595,37,45.4,42.6,369.03,219.67,60,0,915,915
EV2123,Kia EV6,BAT050,48,30201,42,21,41.65,390.81,106.24,72.2,34.9,914,914
EV2124,BYD Atto 3,BAT025,7,6316,57,30.1,38.14,366.09,191.19,94.92,99.8,913,913
EV2125,MG ZS EV,BAT042,42,71552,61,56.8,20.37,365.89,230.83,79.66,56.2,912,912
EV2126,Tata Nexon EV,BAT040,50,75811,36,50.5,38.63,377.55,193.31,60.99,2.8,911,911
EV2127,BMW i4,BAT045,94,118763,11,42.1,42.44,393.55,153.33,60,0,910,910
EV2128,Tesla Model 3,BAT024,75,130783,28,58.1,38.2,417.54,112.25,60,0,909,909
EV2129,Hyundai Kona EV,BAT031,29,35195,17,40.5,28.21,418.72,281.38,89.47,84.2,908,908
EV2130,BMW i4,BAT028,28,29022,26,34.5,28.94,365.14,115.22,83.96,68.5,907,907
EV2131,Hyundai Kona EV,BAT027,84,74808,18,29.7,26.89,385.27,122.55,74.49,41.4,906,906
EV2132,Audi e-tron,BAT033,74,89800,60,40.5,29.38,376.23,284.27,67.06,20.2,905,905
EV2133,Mahindra XUV400,BAT026,81,161425,57,66.4,30.93,372.73,207.45,60,0,904,904
EV2134,Kia EV6,BAT008,3,5641,60,62.7,24.32,416.74,231.12,96.1,103.1,903,903
EV2135,Nissan Leaf,BAT048,84,130593,7,51.8,42,382.56,141.44,60,0,902,902
EV2136,Mahindra XUV400,BAT025,37,42787,36,38.5,38.06,388.63,170.65,70.57,30.2,901,901
EV2137,MG ZS EV,BAT027,72,121128,45,56.1,26.3,354.8,188.41,73.44,38.4,900,900
EV2138,MG ZS EV,BAT050,18,16527,18,30.6,27.91,411.25,152.78,86.55,75.9,899,899
EV2139,Tesla Model 3,BAT034,45,62279,13,46.1,30.52,409.61,164.5,72.51,35.7,898,898
EV2140,Audi e-tron,BAT018,95,69907,11,24.5,28.63,379.96,268.42,80.65,59,897,897
EV2141,BMW i4,BAT013,31,36185,24,38.9,28.19,414.96,271.26,82.02,62.9,896,896
EV2142,Audi e-tron,BAT044,65,94594,64,48.5,21.16,401.06,112.37,77.44,49.8,895,895
EV2143,Nissan Leaf,BAT035,86,116888,20,45.3,21.78,384.03,200.5,60.76,2.2,894,894
EV2144,Nissan Leaf,BAT040,90,125653,8,46.5,31.44,402.44,276.18,60,0,893,893
EV2145,Hyundai Kona EV,BAT009,80,45523,56,19,37.43,398.52,236.29,79.57,55.9,892,892
EV2146,MG ZS EV,BAT046,79,138629,12,58.5,40.96,415.61,102.71,60,0,891,891
EV2147,Tesla Model 3,BAT023,30,59055,66,65.6,26.59,384.33,148.4,83.55,67.3,890,890
EV2148,Mahindra XUV400,BAT022,13,20672,7,53,24.9,360.4,217.77,93.87,96.8,889,889
EV2149,BMW i4,BAT031,44,56925,53,43.1,35.46,353.33,260.79,70.32,29.5,888,888
EV2150,Hyundai Kona EV,BAT019,43,69258,26,53.7,41.03,393.1,176.22,86.33,75.2,887,887
EV2151,Audi e-tron,BAT023,37,49183,37,44.3,29.73,371.75,103.58,70.94,31.3,886,886
EV2152,Mahindra XUV400,BAT005,6,9815,13,54.5,42.71,395.55,191.61,96.18,103.4,885,885
EV2153,Tata Nexon EV,BAT019,48,91321,28,63.4,30.2,414.55,187.69,66.12,17.5,884,884
EV2154,Audi e-tron,BAT021,51,55597,18,36.3,29.03,396.05,215.16,63.13,8.9,883,883
EV2155,Tesla Model 3,BAT044,16,25342,58,52.8,36.81,417.62,173.45,89.54,84.4,882,882
EV2156,Mahindra XUV400,BAT038,38,60381,66,53,42.23,353.85,271.48,87.23,77.8,881,881
EV2157,Tata Nexon EV,BAT027,15,29490,14,65.5,44.79,354.77,242.62,90.39,86.8,880,880
EV2158,Mahindra XUV400,BAT012,34,26664,7,26.1,32.02,374.4,126.83,83.93,68.4,879,879
EV2159,Kia EV6,BAT043,25,47564,33,63.4,23.28,384.12,203.6,81.95,62.7,878,878
EV2160,Nissan Leaf,BAT006,82,132619,35,53.9,38.07,368.2,108.51,74.67,41.9,784,784
EV2161,Mahindra XUV400,BAT021,65,115301,45,59.1,24.38,360.12,122.66,80.86,59.6,783,783
EV2162,BYD Atto 3,BAT014,40,55854,16,46.5,44.38,411.29,277.46,80.66,59,782,782
EV2163,Audi e-tron,BAT043,46,69713,18,50.5,32.62,366.04,206.97,65.94,17,781,781
EV2164,Tata Nexon EV,BAT005,54,77427,25,47.8,39.4,384.47,277.54,64.1,11.7,780,780
EV2165,Tesla Model 3,BAT050,26,36382,5,46.6,44.15,401.83,291.51,81.95,62.7,779,779
EV2166,Tata Nexon EV,BAT024,88,62754,11,23.8,26.14,381.43,150.17,60,0,778,778
EV2167,BMW i4,BAT029,57,64509,18,37.7,26.09,414.88,103.55,74.77,42.2,777,777
EV2168,Tesla Model 3,BAT003,46,31235,63,22.6,27.61,397.73,183.72,73.86,39.6,776,776
EV2169,Nissan Leaf,BAT043,70,137857,51,65.6,30.92,384.21,134.71,60,0,775,775
EV2170,Tata Nexon EV,BAT034,83,57488,13,23.1,23.79,362.95,190.09,60,0,774,774
EV2171,Tesla Model 3,BAT012,27,24948,24,30.8,31.55,396.36,177.1,79.65,56.1,773,773
EV2172,Nissan Leaf,BAT016,68,82910,48,40.6,36.93,411.22,119.87,73.64,39,772,772
EV2173,Nissan Leaf,BAT006,83,131632,26,52.9,35.33,375.85,223.84,60,0,771,771
EV2174,BYD Atto 3,BAT005,36,58831,12,54.5,40.42,350.98,203.35,78.55,53,770,770
EV2175,Audi e-tron,BAT031,92,60727,14,22,29.63,395.21,159.05,60,0,769,769
EV2176,Hyundai Kona EV,BAT016,9,5338,41,19.8,40.27,399.03,194.7,92.26,92.2,768,768
EV2177,Tata Nexon EV,BAT006,90,47710,24,17.7,43.1,385.52,189.53,60,0,767,767
EV2178,Nissan Leaf,BAT025,10,12745,66,42.5,26.13,414.76,143.57,93.45,95.6,766,766
EV2179,Kia EV6,BAT023,59,80565,19,45.5,23.27,391.35,225.7,60,0,765,765
EV2180,BMW i4,BAT005,70,85294,64,40.6,36.24,416.04,194.14,78.83,53.8,764,764
EV2181,Tesla Model 3,BAT007,55,90688,19,55,36.48,362.66,157.94,60,0,763,763
EV2182,Nissan Leaf,BAT033,37,51936,30,46.8,30.45,406.27,245.9,89.81,85.2,762,762
EV2183,BYD Atto 3,BAT033,29,19840,41,22.8,32.73,406.12,207.04,80.2,57.7,761,761
EV2184,Mahindra XUV400,BAT030,5,6499,38,43.3,23.04,394.95,189.34,95.14,100.4,760,760
EV2185,Tata Nexon EV,BAT049,42,73718,22,58.5,20.79,378.51,290.88,88.85,82.4,759,759
EV2186,Hyundai Kona EV,BAT036,80,123887,58,51.6,33.82,371.85,244.49,60,0,758,758
EV2187,Mahindra XUV400,BAT001,8,13066,29,54.4,28.84,351.84,140.44,94.43,98.4,757,757
EV2188,Audi e-tron,BAT047,14,17815,29,42.4,40.71,351.4,280.84,90.38,86.8,756,756
EV2189,BMW i4,BAT019,96,156282,55,54.3,34.82,416.05,153.78,60,0,755,755
EV2190,Kia EV6,BAT020,52,86584,46,55.5,31.72,401.48,298.93,69.62,27.5,754,754
EV2191,Nissan Leaf,BAT029,88,109715,66,41.6,25.88,407.63,262.59,71.29,32.3,753,753
EV2192,Hyundai Kona EV,BAT017,8,14582,22,60.8,20.56,354.49,134.56,97.35,106.7,752,752
EV2193,BMW i4,BAT012,47,71406,57,50.6,41.72,358.11,265.11,70.6,30.3,751,751
EV2194,Hyundai Kona EV,BAT025,52,33930,68,21.8,40.75,363.18,134.13,76.16,46.2,750,750
EV2195,Tesla Model 3,BAT005,58,54563,35,31.4,22.78,409.78,262.51,60,0,749,749
EV2196,Audi e-tron,BAT018,61,45336,26,24.8,23.6,394.47,213.36,76.31,46.6,748,748
EV2197,MG ZS EV,BAT022,2,3182,51,53,24.46,417.24,122.96,98.01,108.6,747,747
EV2198,Audi e-tron,BAT030,72,64269,43,29.8,24.11,392.54,144.02,60,0,746,746
EV2199,Nissan Leaf,BAT036,52,27956,10,17.9,38.45,392.94,155.8,81.65,61.9,745,745
EV2200,Kia EV6,BAT030,58,40305,7,23.2,23.04,419.64,276.31,62.32,6.6,744,744
EV2201,BMW i4,BAT027,80,153739,37,64.1,37.33,395.85,254.65,65.76,16.5,743,743
EV2202,Kia EV6,BAT034,57,61915,39,36.2,40.54,359.97,120.59,70.17,29.1,742,742
EV2203,BMW i4,BAT040,22,43166,27,65.4,44.13,379.79,223.46,84.17,69.1,741,741
EV2204,MG ZS EV,BAT045,22,34090,67,51.7,42.22,385.78,298.07,92.3,92.3,740,740
EV2205,Kia EV6,BAT020,76,122492,20,53.7,36.62,362.07,293.14,73.74,39.3,739,739
EV2206,Tata Nexon EV,BAT039,53,84224,49,53,36.99,415.13,299.94,72.4,35.4,738,738
EV2207,Kia EV6,BAT005,77,119739,29,51.8,42.09,419.68,293.94,80.11,57.5,737,737
EV2208,Mahindra XUV400,BAT009,49,47284,42,32.2,40.02,418.66,197.69,70.33,29.5,736,736
EV2209,Nissan Leaf,BAT039,3,4769,55,53,25.67,371.93,187.96,97.44,107,735,735
EV2210,Kia EV6,BAT044,15,11033,23,24.5,30.1,356.06,196.07,92.49,92.8,734,734
EV2211,Tata Nexon EV,BAT006,8,5192,69,21.6,38.09,376.27,147.37,93.43,95.5,733,733
EV2212,Nissan Leaf,BAT021,45,85555,48,63.4,27.69,370.2,101.64,76.43,46.9,732,732
EV2213,Kia EV6,BAT037,20,28943,69,48.2,36.62,380.47,132.48,88.14,80.4,731,731
EV2214,Mahindra XUV400,BAT007,69,52618,40,25.4,38.18,358.81,179.75,79.09,54.5,730,730
EV2215,Tesla Model 3,BAT001,84,42508,19,16.9,43.39,376.7,235.76,77.57,50.2,729,729
EV2216,Tesla Model 3,BAT036,41,29214,63,23.8,25.73,351.14,241.76,80.2,57.7,728,728
EV2217,Nissan Leaf,BAT041,55,41441,35,25.1,27.98,419.56,186.62,64.5,12.9,727,727
EV2218,BYD Atto 3,BAT048,88,57512,45,21.8,20.33,412.86,160.71,69.47,27.1,726,726
EV2219,Audi e-tron,BAT007,26,15710,60,20.1,37.83,403.66,254.33,80.14,57.5,725,725
EV2220,Kia EV6,BAT023,19,29960,65,52.6,35.13,373.93,151.99,86.95,77,902,902
EV2221,Nissan Leaf,BAT001,24,35121,49,48.8,36.13,363.12,189.6,80.3,58,901,901
EV2222,Tesla Model 3,BAT046,40,45978,60,38.3,42.68,382.7,200.53,88.28,80.8,900,900
EV2223,Mahindra XUV400,BAT021,36,68302,52,63.2,30.97,370.15,294.51,79.9,56.9,899,899
EV2224,Hyundai Kona EV,BAT024,75,46287,25,20.6,40.92,392.13,123.27,60,0,898,898
EV2225,BMW i4,BAT039,83,100692,53,40.4,21.65,406.88,204.59,75.2,43.4,897,897
EV2226,BYD Atto 3,BAT027,92,49100,25,17.8,40.1,406.18,183.81,60,0,896,896
EV2227,Kia EV6,BAT036,46,81688,18,59.2,40.41,358.44,236.84,75.37,43.9,895,895
EV2228,Tesla Model 3,BAT027,31,24600,64,26.5,20.39,380.56,294,90.06,85.9,894,894
EV2229,Nissan Leaf,BAT033,86,129839,48,50.3,27.31,374.78,266.3,60,0,893,893
EV2230,BYD Atto 3,BAT019,10,7562,40,25.2,33.75,351.3,214.33,92.21,92,892,892
EV2231,Nissan Leaf,BAT047,2,2223,19,37,32.33,357.46,126.9,98.5,110,891,891
EV2232,Nissan Leaf,BAT011,91,142811,47,52.3,31.68,408.15,159.63,60,0,890,890
EV2233,MG ZS EV,BAT043,72,136031,57,63,32.43,385.94,241.6,70.98,31.4,889,889
EV2234,BMW i4,BAT028,95,73626,42,25.8,42.39,388.03,248.51,60,0,888,888
EV2235,Nissan Leaf,BAT004,11,13514,31,41,39.56,380.92,257.85,93.75,96.4,887,887
EV2236,BMW i4,BAT008,17,18209,43,35.7,41.53,351.77,225.85,89.84,85.3,886,886
EV2237,BMW i4,BAT005,91,78165,51,28.6,20.86,357.14,108.28,60,0,885,885
EV2238,Hyundai Kona EV,BAT043,52,47850,58,30.7,24.03,393.3,196.32,70.56,30.2,884,884
EV2239,Hyundai Kona EV,BAT029,74,123874,13,55.8,39.76,407.65,217.47,75.71,44.9,883,883
EV2240,Audi e-tron,BAT044,94,72175,34,25.6,37.5,371.35,257.45,66.76,19.3,882,882
EV2241,BYD Atto 3,BAT014,77,148779,25,64.4,31.95,376.76,155.71,68.11,23.2,881,881
EV2242,BYD Atto 3,BAT047,67,83719,19,41.7,44.19,408.68,128.37,74.33,40.9,880,880
EV2243,Tesla Model 3,BAT048,40,27667,5,23.1,44.91,366.21,239.06,85.41,72.6,879,879
EV2244,Mahindra XUV400,BAT034,80,80553,30,33.6,40.61,358.28,170.71,60,0,878,878
EV2245,Audi e-tron,BAT018,36,25032,12,23.2,34.77,415,164.94,91.94,91.3,877,877
EV2246,Tesla Model 3,BAT004,83,80702,44,32.4,22.01,391.61,135.6,60,0,876,876
EV2247,Audi e-tron,BAT043,56,105664,32,62.9,23.56,411.03,260.04,76.83,48.1,875,875
EV2248,Kia EV6,BAT033,46,41311,66,29.9,35.72,383.39,161.36,76.49,47.1,874,874
EV2249,Tata Nexon EV,BAT016,56,64158,21,38.2,40.71,354.36,111.51,62.15,6.1,873,873
EV2250,BMW i4,BAT045,39,60116,42,51.4,31.25,417.58,131.35,79.54,55.8,872,872
EV2251,Nissan Leaf,BAT007,43,45295,60,35.1,21.58,371.87,220.69,73.39,38.3,871,871
EV2252,BYD Atto 3,BAT010,80,150905,19,62.9,41.51,403.42,106.33,73.64,39,870,870
EV2253,Kia EV6,BAT021,39,54713,34,46.8,33.98,388.32,224.47,82.31,63.7,869,869
EV2254,Hyundai Kona EV,BAT007,6,6673,57,37.1,25.83,371.68,154.23,96.46,104.2,868,868
EV2255,BYD Atto 3,BAT044,13,14697,17,37.7,27.81,403.31,290.51,89.66,84.7,867,867
EV2256,Mahindra XUV400,BAT040,78,78801,63,33.7,33.8,390.43,217.6,60,0,866,866
EV2257,Hyundai Kona EV,BAT033,72,81799,32,37.9,33.03,356.44,257.69,60,0,865,865
EV2258,Kia EV6,BAT029,42,22704,50,18,22.33,359.78,216.65,80.89,59.7,864,864
EV2259,Tesla Model 3,BAT019,88,83483,25,31.6,20.2,387.33,161.22,60,0,863,863
EV2260,Nissan Leaf,BAT030,49,51937,16,35.3,42.33,368.51,115.54,66.54,18.7,862,862
EV2261,Audi e-tron,BAT026,3,3763,31,41.8,30.71,386.4,287.49,98.32,109.5,861,861
EV2262,Kia EV6,BAT021,19,21907,39,38.4,38.09,385.72,278.01,84.23,69.2,860,860
EV2263,MG ZS EV,BAT044,18,13986,19,25.9,37.35,353.36,263.3,86.06,74.5,859,859
EV2264,BMW i4,BAT036,93,100994,16,36.2,32.66,350.37,292.9,60,0,858,858
EV2265,Tesla Model 3,BAT006,72,116913,8,54.1,27.61,413.47,172.63,60,0,857,857
EV2266,Mahindra XUV400,BAT016,55,68019,65,41.2,21.77,398.6,215.68,85.29,72.3,856,856
EV2267,Tata Nexon EV,BAT021,75,144151,29,64.1,22.97,388.78,153.3,60,0,855,855
EV2268,Nissan Leaf,BAT029,91,59978,70,22,31.65,414.82,256.62,60,0,854,854
EV2269,BYD Atto 3,BAT019,8,10983,56,45.8,22.39,374.99,285.81,96.62,104.6,853,853
EV2270,Tesla Model 3,BAT026,51,56310,69,36.8,33.02,373.88,134.82,62.77,7.9,852,852
EV2271,Hyundai Kona EV,BAT016,26,17329,70,22.2,26.73,410.27,144.81,78.87,53.9,851,851
EV2272,MG ZS EV,BAT031,58,111287,52,64,20.95,360.63,237.67,81.24,60.7,850,850
EV2273,Audi e-tron,BAT014,66,64117,25,32.4,42.52,416.23,178.79,77.8,50.9,849,849
EV2274,Kia EV6,BAT039,26,22479,38,28.8,31.9,411.67,193.78,90.43,86.9,848,848
EV2275,Nissan Leaf,BAT045,40,73799,49,61.5,42.59,372.65,205.05,80.25,57.9,847,847
EV2276,BMW i4,BAT013,24,26769,17,37.2,41.14,409.55,187.01,87.47,78.5,846,846
EV2277,Tesla Model 3,BAT048,15,11136,31,24.7,33.57,385.8,285.91,87.62,78.9,845,845
EV2278,Tata Nexon EV,BAT010,36,50522,31,46.8,34.12,384.52,183.95,79.5,55.7,844,844
EV2279,Tata Nexon EV,BAT030,22,36474,27,55.3,42.9,375.18,239.48,84.63,70.4,843,843
EV2280,Audi e-tron,BAT005,29,33212,49,38.2,25.28,365.99,128.87,79.97,57.1,1190,1190
EV2281,Hyundai Kona EV,BAT009,39,75588,33,64.6,32.23,366.49,129.33,90.02,85.8,1189,1189
EV2282,Tata Nexon EV,BAT006,3,3962,18,44,29.7,372.69,179.65,97.93,108.4,1188,1188
EV2283,Audi e-tron,BAT049,80,51347,53,21.4,38.05,365.85,182.36,60,0,1187,1187
EV2284,Audi e-tron,BAT045,41,24830,18,20.2,22.88,369.16,141.23,77.55,50.1,1186,1186
EV2285,Nissan Leaf,BAT008,31,56999,8,61.3,33.86,385.26,274.22,88.33,80.9,1185,1185
EV2286,Mahindra XUV400,BAT041,2,1185,15,19.8,42.6,364.12,131.57,98.34,109.5,1184,1184
EV2287,Tata Nexon EV,BAT037,6,4297,65,23.9,42.02,417.76,178.54,95.9,102.6,1183,1183
EV2288,Kia EV6,BAT039,6,3853,32,21.4,35.71,377.46,165.34,96.36,103.9,1182,1182
EV2289,Nissan Leaf,BAT024,94,121533,23,43.1,22.77,365.97,270.79,60,0,1181,1181
EV2290,Tata Nexon EV,BAT011,89,90815,70,34,41.09,350.34,234.92,60,0,1180,1180
EV2291,Nissan Leaf,BAT023,20,11952,17,19.9,28.09,364.48,175,95.05,100.1,1179,1179
EV2292,BYD Atto 3,BAT048,69,80183,32,38.7,38.36,378.09,167.54,81.72,62.1,1178,1178
EV2293,Audi e-tron,BAT041,69,125204,21,60.5,30.12,381.09,165.46,60,0,1177,1177
EV2294,MG ZS EV,BAT034,61,115434,55,63.1,41.88,394.72,267.52,79.52,55.8,1176,1176
EV2295,Audi e-tron,BAT019,16,23040,52,48,24.71,370.01,206.45,92.42,92.6,1175,1175
EV2296,Audi e-tron,BAT033,22,38992,67,59.1,22.93,381.9,217.6,87.02,77.2,1174,1174
EV2297,Mahindra XUV400,BAT024,23,33657,51,48.8,23.09,409.67,269.21,82.7,64.9,1173,1173
EV2298,Kia EV6,BAT039,60,59918,47,33.3,36.67,373.13,190.74,66.14,17.5,1172,1172
EV2299,Audi e-tron,BAT037,10,17162,14,57.2,22.47,388.64,195.91,93.44,95.5,1171,1171
EV2300,Mahindra XUV400,BAT008,35,33485,18,31.9,26.85,369.29,154.44,92.13,91.8,1170,1170
EV2301,BYD Atto 3,BAT043,20,10431,43,17.4,37.75,369.79,193.7,86.33,75.2,1169,1169
EV2302,BYD Atto 3,BAT018,9,11500,66,42.6,44.64,373.92,290.11,93.16,94.7,1168,1168
EV2303,Nissan Leaf,BAT029,33,42578,28,43,27.37,393.98,203.91,88.02,80.1,1167,1167
EV2304,BYD Atto 3,BAT023,75,89436,20,39.7,32.52,418.63,239.48,60,0,1166,1166
EV2305,Tesla Model 3,BAT032,9,16488,56,61.1,24.93,389.11,225.45,93.16,94.7,1165,1165
EV2306,MG ZS EV,BAT040,95,99006,69,34.7,26.74,352.72,294.54,65.67,16.2,1164,1164
EV2307,Tata Nexon EV,BAT012,79,113833,23,48,32.15,376.6,282.47,60,0,1163,1163
EV2308,BYD Atto 3,BAT045,89,146001,61,54.7,44.94,375.03,168.82,60,0,1162,1162
EV2309,Kia EV6,BAT025,8,15056,52,62.7,42.03,413.75,158.72,93,94.3,1161,1161
EV2310,Mahindra XUV400,BAT005,34,39033,55,38.3,23.91,409.4,286.96,75.35,43.9,1160,1160
EV2311,Nissan Leaf,BAT019,27,40900,19,50.5,42.4,399.97,156.08,80.77,59.3,1159,1159
EV2312,Hyundai Kona EV,BAT019,24,14672,29,20.4,34.52,388.78,255.22,88.66,81.9,1158,1158
EV2313,Hyundai Kona EV,BAT048,80,107765,24,44.9,41.64,391.93,128.7,60,0,1157,1157
EV2314,Hyundai Kona EV,BAT012,52,45007,46,28.9,31.02,382.89,126.67,60,0,1156,1156
EV2315,Nissan Leaf,BAT019,95,158928,47,55.8,29.71,352.52,171.2,64.85,13.9,1155,1155
EV2316,Tata Nexon EV,BAT010,38,63505,65,55.7,36.05,393.55,179.42,78.45,52.7,1154,1154
EV2317,Nissan Leaf,BAT011,19,16236,8,28.5,27.98,354.14,166.79,87.1,77.4,1153,1153
EV2318,Nissan Leaf,BAT042,75,146601,49,65.2,22.18,411.18,129.83,61.54,4.4,1152,1152
EV2319,Tesla Model 3,BAT019,65,74062,56,38,43.05,391.16,236.9,85.25,72.1,1151,1151
EV2320,BMW i4,BAT048,33,61355,44,62,40.92,378.83,164.71,82.17,63.3,1150,1150
EV2321,Nissan Leaf,BAT042,86,81080,41,31.4,34.83,414.34,279.63,66.98,19.9,1149,1149
EV2322,BYD Atto 3,BAT009,61,116565,46,63.7,27.64,386.89,205.74,64.15,11.9,1148,1148
EV2323,Mahindra XUV400,BAT003,23,29755,62,43.1,37.96,388.98,155.67,84.57,70.2,1147,1147
EV2324,Mahindra XUV400,BAT047,54,33798,16,20.9,26.7,374.63,120.81,72.44,35.5,1146,1146
EV2325,BYD Atto 3,BAT028,90,172609,35,63.9,41.16,350.93,199.2,68.33,23.8,1145,1145
EV2326,Hyundai Kona EV,BAT034,57,92901,32,54.3,34.3,414.48,279.68,60.04,0.1,1144,1144
EV2327,Mahindra XUV400,BAT004,58,50518,17,29,44.94,402.05,152.69,63.76,10.7,1143,1143
EV2328,Tata Nexon EV,BAT003,83,95599,23,38.4,44.16,394.34,117.04,60.6,1.7,1142,1142
EV2329,Tata Nexon EV,BAT019,73,104562,17,47.7,44.92,407.73,240.72,65.77,16.5,1141,1141
EV2330,BMW i4,BAT010,16,13421,45,28,20.51,405.13,207.42,95.32,100.9,1140,1140
EV2331,Mahindra XUV400,BAT027,51,35248,37,23,20,402.83,169.63,84.87,71.1,1139,1139
EV2332,Nissan Leaf,BAT021,55,108063,28,65.5,22.54,367.42,263.88,78.16,51.9,1138,1138
EV2333,Mahindra XUV400,BAT016,77,48843,6,21.1,20.15,382.82,149.63,60,0,1137,1137
EV2334,BYD Atto 3,BAT038,82,130809,9,53.2,28.38,357.97,260.19,73.53,38.7,1136,1136
EV2335,Kia EV6,BAT029,69,122803,68,59.3,39.19,397.93,155.51,60,0,1135,1135
EV2336,Audi e-tron,BAT013,62,81493,63,43.8,38.64,419.09,192.65,60,0,1134,1134
EV2337,Audi e-tron,BAT033,41,70780,47,57.5,37.32,356.07,236.67,82.24,63.5,1133,1133
EV2338,Tata Nexon EV,BAT031,64,55982,64,29.2,35.14,383.46,277.22,60,0,1132,1132
EV2339,Audi e-tron,BAT031,45,49107,43,36.4,22.33,371.8,142.9,66.8,19.4,1131,1131
EV2340,Nissan Leaf,BAT016,21,19581,20,31.1,34.62,416.45,178.5,86.1,74.6,516,516
EV2341,MG ZS EV,BAT031,82,150360,13,61.1,21.36,403.74,122.91,72.14,34.7,515,515
EV2342,Nissan Leaf,BAT042,63,114323,70,60.5,44.91,406.84,150.19,60,0,514,514
EV2343,Mahindra XUV400,BAT038,26,34205,53,43.9,23.5,413.82,124.96,85.07,71.6,513,513
EV2344,Hyundai Kona EV,BAT028,86,55938,17,21.7,42.27,396.32,292.17,80.08,57.4,512,512
EV2345,Audi e-tron,BAT006,93,153490,43,55,32.47,409.52,185.07,60,0,511,511
EV2346,Nissan Leaf,BAT019,15,29485,65,65.5,38.45,386.72,111.22,91.49,90,510,510
EV2347,BYD Atto 3,BAT030,46,46395,30,33.6,39.44,353.13,287.05,89.35,83.9,509,509
EV2348,Tata Nexon EV,BAT014,65,36045,20,18.5,23.42,366.08,242.67,84.71,70.6,508,508
EV2349,Tata Nexon EV,BAT033,28,16512,66,19.7,35.04,393.2,140.25,84.53,70.1,507,507
EV2350,Audi e-tron,BAT007,43,71654,28,55.5,34.65,397.75,139.03,86.74,76.4,506,506
EV2351,Audi e-tron,BAT022,44,32195,25,24.4,34.61,372.92,236.82,76.27,46.5,505,505
EV2352,Mahindra XUV400,BAT034,5,6047,15,40.3,27.72,361.29,247.41,97.95,108.4,504,504
EV2353,BMW i4,BAT038,15,29983,11,66.6,37.49,358.1,293.8,93.48,95.7,503,503
EV2354,Tata Nexon EV,BAT050,61,63133,19,34.5,37.89,407.68,247.24,61.34,3.8,502,502
EV2355,Nissan Leaf,BAT024,42,32017,26,25.4,37.65,382.32,259.72,69.66,27.6,501,501
